x,y,z,psi,n,p,Donor,Acceptor,NetDoping,R_SRH,R_Auger,Eg_eff,Eg_bgn,nie,EC,EV,phi_n,phi_p,ND_II,NA_II,mu_n_low,mu_p_low,E,Jn,Jp,J,grad_phi_n,grad_phi_p,Gn,Gp,G
3.281250000000e+01,5.585937500000e+00,0.000000000000e+00,1.3372572115118473e+01,5.0262907967714784e+17,1.9237580518305709e+06,1.0157354406577756e+18,4.8350796146463501e+17,5.3222747919314061e+17,-1.0282718146428262e+15,-5.6708179295983703e+13,1.0567991602086664e+00,3.4996415971909750e-02,1.0204200748489527e+13,-1.2845602431239403e+01,-1.3902401591448070e+01,1.2999999999738080e+01,1.2838848040736234e+01,9.8624803197113254e+17,4.8350796146453357e+17,2.207538160028065e+02,1.167492923596391e+02,9.666446417926218e+02,2.278591518633343e-05,3.705040200837141e-08,2.282282417503103e-05,2.436712735334396e-06,2.604907755759189e+03,4.406697235702355e-10,1.985198713594677e-16,4.406699220901068e-10
3.281250000000e+01,5.800781250000e+00,0.000000000000e+00,1.3347842645838996e+01,2.3359495673412387e+17,2.1314731728384853e+05,7.0879580154002368e+17,4.5673061868680154e+17,2.5206518285322208e+17,-1.5733369340994210e+15,-2.9093360773176461e+13,1.0603127575478568e+00,3.1482818632719373e-02,9.6971541871027188e+12,-1.2819116163290332e+01,-1.3879428920838189e+01,1.2999999999660696e+01,1.2740041047465224e+01,6.9827730539451251e+17,4.5673061868679002e+17,2.477468271121356e+02,1.186217789695685e+02,7.756425665706623e+03,2.260306268022996e-05,3.866727612490209e-08,2.264168670836734e-05,1.468660177836218e-04,6.686783022491790e+03,8.929032250959492e-06,3.835605033336055e-15,8.929032254795096e-06
3.125000000000e+01,5.908203125000e+00,0.000000000000e+00,1.3121637769305579e+01,3.2259899622828031e+14,1.6496487482527310e+06,5.8909158782835789e+17,4.4354555577110176e+17,1.4554603205725610e+17,-8.5617243389991578e+17,-4.5751931200363190e+10,1.0619872691526411e+00,2.9808307027935084e-02,9.4644491100146211e+12,-1.2592074030954523e+01,-1.3654061300107163e+01,1.2999999993967043e+01,1.2585209186275014e+01,5.8907888939522470e+17,4.4354555577101178e+17,1.473720434262952e+02,7.050116682074223e+01,1.418327037865995e+05,2.218650814160918e-05,4.613816106174649e-07,2.264788878640169e-05,8.930930608568349e+04,1.145746716415612e+05,1.449311378835576e+15,1.241104028755364e+17,1.255597142543720e+17
3.281250000000e+01,5.908203125000e+00,0.000000000000e+00,1.3122606354075224e+01,3.3179253497048231e+14,1.6164776490622628e+06,5.8909158782835789e+17,4.4354555577110176e+17,1.4554603205725610e+17,-8.3505874665823475e+17,-4.7055444335660995e+10,1.0619872691526411e+00,2.9808307027935084e-02,9.4644491100146211e+12,-1.2593042615724167e+01,-1.3655029884876807e+01,1.2999999994170393e+01,1.2585477599256420e+01,5.8907852751791603e+17,4.4354555577101357e+17,1.473821707886062e+02,7.047446864709498e+01,1.415963141905306e+05,2.211369802888715e-05,4.530839499177521e-07,2.256678197601853e-05,8.925786193717309e+04,1.145576896424376e+05,1.425889654228646e+15,1.234545776468826e+17,1.248804673011112e+17
3.125000000000e+01,6.015625000000e+00,0.000000000000e+00,1.0304145680393852e+01,2.7616402002618447e+07,1.4491456244020645e+07,4.8794711139658374e+17,4.3050966680677997e+17,5.7437444589803768e+16,-6.6032821820603331e+18,-5.1693041085176455e+03,1.0635989270412483e+00,2.8196649139327963e-02,9.2457541428394219e+12,-9.7737761130984904e+00,-1.0837375040139738e+01,1.0742639127977972e+01,9.8434246658929947e+00,4.8794711139565139e+17,4.3050966680598541e+17,3.008770437960816e+01,2.222689284420571e+01,3.101077049151898e+05,1.825837595984551e-05,4.379582297041439e-06,2.263795806984322e-05,2.414192562674666e+05,2.598723636451194e+05,2.279584238880006e+17,1.294701533395808e+18,1.522659957283809e+18
3.125000000000e+01,6.123046875000e+00,0.000000000000e+00,6.4620731245265226e+00,2.2655255564671315e+07,2.7183195615365505e+07,4.0280194471393869e+17,4.1763237124495667e+17,-1.4830426531017988e+16,-5.7753628073848259e+18,-5.4987779868183252e+03,1.0651424468211554e+00,2.6653129359420682e-02,9.0410441999329707e+12,-5.9309317973412083e+00,-6.9960742441623642e+00,6.9066203598634068e+00,6.0238064458342828e+00,4.0280194471328659e+17,4.1763237124346336e+17,2.361841482998818e+01,1.960382826447763e+01,3.453709904346190e+05,1.135793727186978e-05,1.127545628752543e-05,2.263339355527152e-05,2.925859038908420e+05,2.923345503871099e+05,4.379587067499347e+17,1.691357222340049e+18,2.129315929089984e+18
3.281250000000e+01,6.015625000000e+00,0.000000000000e+00,1.0305971486643804e+01,2.7531959726204142e+07,1.4440156846938327e+07,4.8794711139658374e+17,4.3050966680677997e+17,5.7437444589803768e+16,-6.6032822241607117e+18,-5.1528080331219962e+03,1.0635989270412483e+00,2.8196649139327963e-02,9.2457541428394219e+12,-9.7756019193484427e+00,-1.0839200846389691e+01,1.0744570492058608e+01,9.8451282350909288e+00,4.8794711139565427e+17,4.3050966680598822e+17,3.015330978365807e+01,2.225351924156206e+01,3.099256586031005e+05,1.820977619304857e-05,4.356821191293309e-06,2.256659738418143e-05,2.410734044790845e+05,2.596087273957395e+05,2.271108303171738e+17,1.282322735954739e+18,1.509433566271913e+18
3.281250000000e+01,6.123046875000e+00,0.000000000000e+00,6.4642599647739498e+00,2.2591988755838372e+07,2.7108034623954870e+07,4.0280194471393869e+17,4.1763237124495667e+17,-1.4830426531017988e+16,-5.7753628536439450e+18,-5.4834930066976676e+03,1.0651424468211554e+00,2.6653129359420682e-02,9.0410441999329707e+12,-5.9331186375886356e+00,-6.9982610844097914e+00,6.9089035934173104e+00,6.0258978470785438e+00,4.0280194471328838e+17,4.1763237124346752e+17,2.362165762079942e+01,1.960721745316475e+01,3.453126121554929e+05,1.132518228569747e-05,1.124133773129607e-05,2.256652001697440e-05,2.925403784368313e+05,2.922752929836942e+05,4.330824105330871e+17,1.679133293396019e+18,2.112215703929106e+18
2.656250000000e+01,6.445312500000e+00,0.000000000000e+00,-3.6589329903650691e-01,5.0702578798185423e+07,3.2268191804497062e+17,3.9121126557398616e+16,3.8003825692868250e+17,-3.4091713037128384e+17,-6.1858549652322891e+13,-1.3068894389622188e+13,1.0741068195002677e+00,1.7688756680308584e-02,7.9386292541312432e+12,9.0151681256137717e-01,-1.7259000693889048e-01,4.6403780102405090e-02,3.4021024328931737e-08,3.9121126557230800e+16,3.6181299780882765e+17,3.449614208370577e+02,1.592640274764152e+02,4.791441309826484e+01,5.159487733851521e-07,1.279902712251266e-04,1.280942123838899e-04,2.795737446721589e+02,2.613853445026515e-05,3.713423692520962e-16,1.049225290493431e-09,1.049225661835800e-09
2.695312500000e+01,6.445312500000e+00,0.000000000000e+00,-3.6380372419558055e-01,4.3744756304945096e+07,3.0610738725806605e+17,5.6742477212351384e+16,3.8003825692868250e+17,-3.2329577971633107e+17,-7.3668560160047141e+13,-1.3646425439373199e+13,1.0735712372403048e+00,1.8224338940271381e-02,8.0005444150576875e+12,8.9915944659046942e-01,-1.7441179064983542e-01,5.3848991896347710e-02,3.5258875427979816e-08,5.6742477212143328e+16,3.6286166091195110e+17,3.419723967218730e+02,1.582476440252386e+02,4.796521839095761e+01,4.951862600662177e-07,1.552064640004785e-04,1.554214563514884e-04,3.491110368005699e+02,2.867565419384580e-05,4.125089616946784e-16,1.775347072659820e-09,1.775347485168782e-09
2.734375000000e+01,6.445312500000e+00,0.000000000000e+00,-3.6106562928383212e-01,3.6821631181805074e+07,2.8541765194539872e+17,7.8709776552217312e+16,3.8003825692868250e+17,-3.0132848037646515e+17,-8.9610334355760156e+13,-1.4002078632324824e+13,1.0729299737617575e+00,1.8865602418818784e-02,8.0753122326629512e+12,8.9610071993944729e-01,-1.7682925382231018e-01,6.2846310446391038e-02,3.6582714524647521e-08,7.8709776551977104e+16,3.6414809643355130e+17,3.380837185176482e+02,1.570000582167658e+02,9.812563241286813e+01,6.299145722214238e-07,1.281518758000191e-04,1.282761898736638e-04,4.862487610755799e+02,3.057968842173603e-05,4.392109227775411e-16,3.756098127642608e-09,3.756098566853532e-09
2.773437500000e+01,6.445312500000e+00,0.000000000000e+00,-3.5764465247809968e-01,2.9986252913333531e+07,2.6119516882448522e+17,1.0440572666098502e+17,3.8003825692868250e+17,-2.7563253026769744e+17,-1.1096318451047972e+14,-1.4056626042107717e+13,1.0722141028573864e+00,1.9581473323189817e-02,8.1596045669033301e+12,8.9232180768152936e-01,-1.7989229517585709e-01,7.3703376156891584e-02,3.8000319911891413e-08,1.0440572666072882e+17,3.6562471657547680e+17,3.337212365618635e+02,1.555676052827090e+02,1.275735719661397e+02,5.784512903290097e-07,1.490854383600910e-04,1.493096835205431e-04,6.090021208552786e+02,3.191871140919948e-05,4.433085498937540e-16,8.038560213265038e-09,8.038560656573588e-09
2.812500000000e+01,6.445312500000e+00,0.000000000000e+00,-3.5358505775861376e-01,2.2924170135901328e+07,2.3473425672157130e+17,1.3242443038455067e+17,3.8003825692868250e+17,-2.4761382654413181e+17,-1.3917193140457350e+14,-1.3787593130901029e+13,1.0714718584169374e+00,2.0323717763638862e-02,8.2479315365727100e+12,8.8789109074181893e-01,-1.8358076767511849e-01,8.7390735113206844e-02,3.9508367774259020e-08,1.3242443038430554e+17,3.6720412461340602e+17,3.277199459701766e+02,1.540372816710662e+02,2.238469789481376e+02,7.491857867022021e-07,1.187374972699221e-04,1.188539373015478e-04,9.861849621757640e+02,3.503731746627654e-05,4.673919795612304e-16,7.070939204334450e-08,7.070939251073647e-08
2.812500000000e+01,6.230468750000e+00,0.000000000000e+00,-3.4612183054565099e-01,8.3815160795462774e+06,1.9509702475973533e+17,1.9762343939998134e+17,4.0492255743884275e+17,-2.0729911803886144e+17,-2.2190268061972181e+14,-1.3407133371730570e+13,1.0693160756626048e+00,2.2479500517971349e-02,8.5099279546559561e+12,8.7934997215168997e-01,-1.8996610351091509e-01,1.3061361532062929e-01,3.9382080348497519e-08,1.9762343939985283e+17,3.9393018947984819e+17,2.935620913107512e+02,1.487253701364063e+02,2.550184393394843e+03,9.357046053114239e-07,7.978108347583689e-05,7.994058430320211e-05,4.083309456093419e+03,2.746637740474689e-04,5.023586570229899e-16,5.818461221545262e-01,5.818461221545267e-01
2.851562500000e+01,6.445312500000e+00,0.000000000000e+00,-3.4906982105053747e-01,1.7863277573286023e+07,2.0808612577498294e+17,1.6059959508567091e+17,3.8003825692868250e+17,-2.1943866184301158e+17,-1.7363747701636288e+14,-1.3126812394362361e+13,1.0707620670344524e+00,2.1033509146123779e-02,8.3332907948706943e+12,8.8302095834250016e-01,-1.8774110869195232e-01,1.0085906000342543e-01,4.1190126841267717e-08,1.6059959508544224e+17,3.6876210368643014e+17,3.214851157721644e+02,1.525305694765262e+02,3.202855235442088e+02,6.626341007368724e-07,1.333129287479665e-04,1.335999824057958e-04,1.352044026994834e+03,3.592241278946920e-05,4.471817910748677e-16,2.031907763418233e-06,2.031907763865414e-06
2.871093750000e+01,6.230468750000e+00,0.000000000000e+00,-3.2481050486729834e-01,1.3449553892910026e+06,1.0722612768384442e+17,2.5955109800303315e+17,4.0492255743884275e+17,-1.4537145943580963e+17,-4.7191046001847006e+14,-8.4484363011030684e+12,1.0680014454390625e+00,2.3794130741513694e-02,8.6737657819402900e+12,8.5738133136156602e-01,-2.1062011407749648e-01,2.1564967970529025e-01,4.2086966570796373e-08,2.5955109800300675e+17,3.9895994163938842e+17,2.452039734979727e+02,1.364881709020934e+02,2.190198837631302e+04,6.105319205200717e-07,6.949411597493897e-05,6.974049780003651e-05,2.020685574036948e+04,5.405937210763731e+03,3.393372889658922e+02,3.082224693389558e+12,3.082224693728896e+12
2.851562500000e+01,6.230468750000e+00,0.000000000000e+00,-3.3731179714793297e-01,3.7372764374902188e+06,1.5313992357968336e+17,2.3968004683691469e+17,4.0492255743884275e+17,-1.6524251060192810e+17,-3.1497430363865794e+14,-1.1381988758427793e+13,1.0684103119844688e+00,2.3385264196107335e-02,8.6224750105295332e+12,8.7008705691490396e-01,-1.9832325506956511e-01,1.6771643029301389e-01,4.1328642773390484e-08,2.3968004683684637e+17,3.9639160427973242e+17,2.812674890057466e+02,1.466446590864235e+02,3.554099937393811e+03,7.631267154259170e-07,7.440453081237317e-05,7.464325185718509e-05,5.446599780438488e+03,2.258067534644256e-04,4.784497400999648e-16,7.257862502710171e-01,7.257862502710175e-01
2.890625000000e+01,6.230468750000e+00,0.000000000000e+00,-2.9640387479180419e-01,1.1367737898795092e+06,4.7304497065529760e+16,2.7793462611411667e+17,4.0492255743884275e+17,-1.2698793132472613e+17,-1.1123301664049455e+15,-3.9787447426974927e+12,1.0676332813855356e+00,2.4162294795040597e-02,8.7202115827929062e+12,8.2879061925930841e-01,-2.3884266212622718e-01,2.5003698144769670e-01,4.3076225989305793e-08,2.7793462611409293e+17,4.0229020605665594e+17,2.065975548644220e+02,1.156833722123093e+02,5.873611194129717e+04,7.374457075215270e-07,3.097917319223659e-05,3.136196513502499e-05,5.026746086671491e+04,2.926858170029166e+04,2.756818200159508e+12,9.330656797375600e+14,9.358224979377195e+14
2.910156250000e+01,6.230468750000e+00,0.000000000000e+00,-2.5048088445301359e-01,8.3517426408706652e+05,1.2543664532986026e+16,2.9430040079031846e+17,4.0492255743884275e+17,-1.1062215664852430e+17,-4.3346189702614910e+15,-1.0992078158227111e+12,1.0673132850783189e+00,2.4482291102257352e-02,8.7607827519539678e+12,7.8270763076690952e-01,-2.8460565431140944e-01,3.0674717774826227e-01,4.4862122968055123e-08,2.9430040079030010e+17,4.0422574820285587e+17,1.928829860664015e+02,1.109006942360121e+02,7.705475319691982e+04,6.129794467277194e-07,2.788508757757838e-05,2.845832029791330e-05,6.515192529656878e+04,4.419676188738130e+04,1.776606297925436e+15,7.220950328128506e+15,8.997556626053942e+15
2.929687500000e+01,6.230468750000e+00,0.000000000000e+00,7.0097415982536393e-01,1.0869645181634625e+07,4.7861598069690756e+07,3.0815354766175968e+17,4.0492255743884275e+17,-9.6769009777083088e+16,-4.8916299763438049e+18,-5.6064673824054935e+03,1.0670478812123236e+00,2.4747694968252663e-02,8.7945755077086641e+12,-1.6888011544446568e-01,-1.2359279966567893e+00,1.1698835652910515e+00,2.8315999637200656e-01,3.0815354766151098e+17,4.0492255743619360e+17,7.687896233166879e+01,7.420619060431210e+01,1.491599814198906e+05,3.386756427978896e-06,2.472851306367064e-05,2.811333027772222e-05,1.242651024666564e+05,1.025622231633465e+05,5.840609869539366e+16,1.480983413974977e+17,2.065044400928914e+17
2.968750000000e+01,6.230468750000e+00,0.000000000000e+00,2.2235348027973973e+00,1.2735945391265616e+07,4.6129279264200471e+07,3.2666557912579411e+17,4.0492255743884275e+17,-7.8256978313048640e+16,-5.0421935349561160e+18,-5.7378375090858899e+03,1.0667007079315824e+00,2.5094868248993655e-02,8.8389764699699668e+12,-1.6916143450568695e+00,-2.7583150529884524e+00,2.6871559824139903e+00,1.8042763203159675e+00,3.2666557912548730e+17,4.0492255743630701e+17,4.881823744151930e+01,4.463319683520982e+01,1.924129272582234e+05,3.440264655382930e-06,2.501673199277577e-05,2.843372107053007e-05,1.610504749430911e+05,1.436549406336391e+05,1.314049269827045e+17,2.883848994160396e+17,4.197898263987440e+17
2.968750000000e+01,6.445312500000e+00,0.000000000000e+00,-3.3227012235398423e-01,1.4110795678331873e+06,1.3044452342123334e+17,2.1887418850191296e+17,3.8003825692868250e+17,-1.6116406842676954e+17,-3.3605326799991738e+14,-9.6628054259339863e+12,1.0693964506403124e+00,2.2399125540263697e-02,8.5000120851368916e+12,8.6553845144887698e-01,-2.0385799919143566e-01,2.0583823123346248e-01,4.6497023236809448e-08,2.1887418850188896e+17,3.7307043304688794e+17,2.320047256433201e+02,1.238524135919866e+02,3.614553076159239e+04,8.581664515811086e-07,5.902047220507624e-05,5.930292453342695e-05,3.124480951075066e+04,2.053953273210977e+04,6.972203431843887e+09,2.144724671166141e+13,2.145421891509326e+13
2.929687500000e+01,6.445312500000e+00,0.000000000000e+00,-3.3925529448869263e-01,2.5041817857633755e+06,1.5906716716126259e+17,2.0647234329284246e+17,3.8003825692868250e+17,-1.7356591363584000e+17,-2.6692585289473019e+14,-1.1361110872944428e+13,1.0696764138428434e+00,2.2119162337732839e-02,8.4655631224612324e+12,8.7266360518485075e-01,-1.9701280865799264e-01,1.7894123070198079e-01,4.4811359001633287e-08,2.0647234329280208e+17,3.7153012283747680e+17,2.795113382953069e+02,1.464769891401883e+02,8.885796259130497e+03,7.443494176030467e-07,1.039807316310798e-04,1.041879052755382e-04,8.745409506315651e+03,1.926129705361396e+03,1.554024126797920e-02,1.488503221920401e+09,1.488503221935941e+09
3.046875000000e+01,6.230468750000e+00,0.000000000000e+00,2.8430263230988837e+00,1.2315804203322398e+07,3.7774253245464474e+07,3.3139049089388589e+17,4.0492255743884275e+17,-7.3532066544956880e+16,-5.0807514661820314e+18,-4.9445233915517301e+03,1.0666134253323027e+00,2.5182150848273403e-02,8.8501745045942148e+12,-2.3111495066579959e+00,-3.3777629319902989e+00,3.3078474179058053e+00,2.4168365337749438e+00,3.3139049089358541e+17,4.0492255743676992e+17,4.387905832237520e+01,4.013375860748206e+01,2.088191340858025e+05,3.224017029379434e-06,2.022786987595881e-05,2.345031888261625e-05,1.749461150319003e+05,1.573563498664446e+05,1.434980942603270e+17,3.393243494727274e+17,4.828224437330545e+17
3.046875000000e+01,6.445312500000e+00,0.000000000000e+00,-3.2991612815355026e-01,1.2607981486218518e+06,1.2196591982222211e+17,2.2203956905391962e+17,3.8003825692868250e+17,-1.5799868787476285e+17,-3.6219767752964644e+14,-9.1254491545931250e+12,1.0693258594449879e+00,2.2469716735588334e-02,8.5087203103154502e+12,8.6314916165078071e-01,-2.0617669779420728e-01,2.1210911507281902e-01,4.9618210183009206e-08,2.2203956905389789e+17,3.7352449121455552e+17,2.253919494379199e+02,1.172266643667673e+02,4.720434207315350e+04,8.002951535422402e-07,4.945030257071293e-05,4.978994072748368e-05,4.056362346098361e+04,2.986700483833332e+04,3.420381894376177e+11,1.357847852314361e+14,1.361268234208737e+14
3.125000000000e+01,6.230468750000e+00,0.000000000000e+00,2.8852665964908062e+00,1.2166325071522178e+07,3.6545341417942554e+07,3.3139049089388589e+17,4.0492255743884275e+17,-7.3532066544956880e+16,-5.0807520286766899e+18,-4.8148214721124723e+03,1.0666134253323027e+00,2.5182150848273403e-02,8.8501745045942148e+12,-2.3533897800499184e+00,-3.4200032053822214e+00,3.3505086113121885e+00,2.4579367679834370e+00,3.3139049089358906e+17,4.0492255743683731e+17,4.351188957285002e+01,3.979663999650415e+01,2.107462750868633e+05,3.162340063224819e-06,1.946106772148006e-05,2.262340486455462e-05,1.765620582539376e+05,1.589243604539162e+05,1.391983485688051e+17,3.475396438423994e+17,4.867379924112046e+17
3.281250000000e+01,6.230468750000e+00,0.000000000000e+00,2.8872369804310476e+00,1.2129244588946426e+07,3.6486253517478168e+07,3.3139049089388589e+17,4.0492255743884275e+17,-7.3532066544956880e+16,-5.0807520596826225e+18,-4.8048771602587276e+03,1.0666134253323027e+00,2.5182150848273403e-02,8.8501745045942148e+12,-2.3553601639901598e+00,-3.4219735893224628e+00,3.3525842111654804e+00,2.4598513754995057e+00,3.3139049089358995e+17,4.0492255743684058e+17,4.350190293750450e+01,3.978246244971228e+01,2.108204736235901e+05,3.141786807033328e-06,1.942455893407492e-05,2.256634573699661e-05,1.766111138254386e+05,1.589818036395444e+05,1.381534712181369e+17,3.467059783393431e+17,4.848594495574801e+17
3.125000000000e+01,6.445312500000e+00,0.000000000000e+00,-3.2980972824084082e-01,1.2020587815564391e+06,1.2159035990413326e+17,2.2203956905391962e+17,3.8003825692868250e+17,-1.5799868787476285e+17,-3.6335564008895056e+14,-9.1013410669962520e+12,1.0693258594449879e+00,2.2469716735588334e-02,8.5087203103154502e+12,8.6304276173807126e-01,-2.0628309770691672e-01,2.1386002016261041e-01,5.2469180734945431e-08,2.2203956905389891e+17,3.7354422332654592e+17,2.242582135802210e+02,1.160786617851183e+02,5.013929288273505e+04,7.646983475991933e-07,4.383380898866450e-05,4.420628213676853e-05,4.303662173392939e+04,3.233382929343342e+04,5.460392012627679e+11,1.847207368982954e+14,1.852667760995582e+14
3.281250000000e+01,6.445312500000e+00,0.000000000000e+00,-3.2980476170728423e-01,1.1723795979156538e+06,1.2157287532285984e+17,2.2203956905391962e+17,3.8003825692868250e+17,-1.5799868787476285e+17,-3.6342620973895931e+14,-9.1006309426862012e+12,1.0693258594449879e+00,2.2469716735588334e-02,8.5087203103154502e+12,8.6303779520451462e-01,-2.0628806424047330e-01,2.1472672712136823e-01,5.7581661628221844e-08,2.2203956905389942e+17,3.7354514202362240e+17,2.242186340118341e+02,1.160357788837051e+02,5.027115784405032e+04,7.460448457854201e-07,4.114214556793098e-05,4.153382279085388e-05,4.313864524002944e+04,3.244312544533577e+04,5.699861888587526e+11,1.863667546406616e+14,1.869367408295204e+14
2.656250000000e+01,6.875000000000e+00,0.000000000000e+00,-3.6456699656464492e-01,7.1335740595379978e+07,3.0023535804531501e+17,1.6908369977343024e+16,3.3261119227995981e+17,-3.1570282230261677e+17,-4.4732270418667523e+13,-9.9562590437148633e+12,1.0764360326790190e+00,1.5359543501557247e-02,7.6748893064139375e+12,9.0135511667889090e-01,-1.7508091600012815e-01,3.4796934249489209e-02,3.4380818195100193e-08,1.6908369977236860e+16,3.1714982866975846e+17,3.609726738083800e+02,1.653043886960151e+02,6.561286429029636e+01,5.676186506613297e-07,1.141495247721152e-04,1.143078769181799e-04,1.938448494189077e+02,2.651119889859223e-05,3.451592932513700e-16,6.105504319051545e-10,6.105507770644478e-10
2.890625000000e+01,6.445312500000e+00,0.000000000000e+00,-3.4441652765735481e-01,1.0878734350205548e+07,1.8347494331281152e+17,1.8622765063731056e+17,3.8003825692868250e+17,-1.9381060629137194e+17,-2.1546897719368538e+14,-1.2363186288544170e+13,1.0701454712764480e+00,2.1650104904128248e-02,8.4081590839757021e+12,8.7805936707031529e-01,-1.9208610420613276e-01,1.2291527166033331e-01,4.2881946426870290e-08,1.8622765063715091e+17,3.7017264134519347e+17,3.108832303999941e+02,1.511822159102496e+02,9.463867956572949e+02,8.731677864679693e-07,8.776001225263252e-05,8.796459952848476e-05,2.444445125108139e+03,4.152773844383016e-05,4.177469580094171e-16,1.286267343141924e-04,1.286267343146102e-04
3.046875000000e+01,6.875000000000e+00,0.000000000000e+00,-3.5338927127914738e-01,2.7882589734183554e+07,2.2558998401743142e+17,9.5727259231327008e+16,3.3261119227995981e+17,-2.3688393304863280e+17,-1.1103379584265052e+14,-1.2205917924992902e+13,1.0738241871418148e+00,1.7971389038761481e-02,7.9712425852492295e+12,8.8887146862479127e-01,-1.8495271851702361e-01,7.9660895839642989e-02,4.9201721344474840e-08,9.5727259231102288e+16,3.2135746313683962e+17,3.436712089210180e+02,1.603315653936463e+02,1.633106491728352e+02,6.190264558506677e-07,1.322799123489356e-04,1.323782689066670e-04,1.000952182953708e+03,3.157946182672404e-05,3.510871893992216e-16,1.577824982117932e-07,1.577824985628803e-07
2.968750000000e+01,6.875000000000e+00,0.000000000000e+00,-3.5360707496564131e-01,3.0618202542589057e+07,2.2688123526601715e+17,9.4363308304508496e+16,3.3261119227995981e+17,-2.3824788397545133e+17,-1.0864561164230136e+14,-1.2104628759540162e+13,1.0738656656533327e+00,1.7929910527243357e-02,7.9664479481215850e+12,8.8911001156704428e-01,-1.8475565408628875e-01,7.6196292188528525e-02,4.6206896186319407e-08,9.4363308304265072e+16,3.2128725953962899e+17,3.436052681904571e+02,1.604146646647718e+02,1.632070630753977e+02,8.299838258354848e-07,1.113817198649191e-04,1.114061142816291e-04,1.043063932023220e+03,3.437660845259404e-05,4.268008143094856e-16,1.593648072875033e-07,1.593648077143041e-07
3.125000000000e+01,6.875000000000e+00,0.000000000000e+00,-3.5338757897843476e-01,2.6607431492435567e+07,2.2557894547563453e+17,9.5727259231327008e+16,3.3261119227995981e+17,-2.3688393304863280e+17,-1.1159876218304988e+14,-1.2266941564660488e+13,1.0738241871418148e+00,1.7971389038761481e-02,7.9712425852492295e+12,8.8886977632407860e-01,-1.8495441081773623e-01,8.1276163312396482e-02,5.2029921966684082e-08,9.5727259231112560e+16,3.2135799604993504e+17,3.425856062488160e+02,1.603314090289343e+02,2.043947277134443e+02,7.595732521344364e-07,9.949156169028329e-05,9.963090310651553e-05,1.167657359865256e+03,2.929240233392407e-05,2.952970040571256e-16,1.956521888260381e-07,1.956521891213351e-07
3.281250000000e+01,6.875000000000e+00,0.000000000000e+00,-3.5338757202261173e-01,2.5957124473793097e+07,2.2557893337123901e+17,9.5727259231327008e+16,3.3261119227995981e+17,-2.3688393304863280e+17,-1.1188381029603642e+14,-1.2298272876985643e+13,1.0738241871418148e+00,1.7971389038761481e-02,7.9712425852492295e+12,8.8886976936825557e-01,-1.8495441777355925e-01,8.2129094395550883e-02,5.7133096001304898e-08,9.5727259231117808e+16,3.2135799663430579e+17,3.425806150827655e+02,1.603314088575291e+02,2.045593141274626e+02,7.444503486200414e-07,9.199228446076088e-05,9.214820832835949e-05,1.168657232911421e+03,2.715172198611144e-05,2.536241359554774e-16,1.908397010802201e-07,1.908397013338442e-07
2.734375000000e+01,6.875000000000e+00,0.000000000000e+00,-3.6235750976876208e-01,5.8821074738522716e+07,2.8411183432165085e+17,3.3966974769015108e+16,3.3261119227995981e+17,-2.9864421751094470e+17,-5.7140615688001742e+13,-1.1024744068460004e+13,1.0758305193817566e+00,1.5965056798819689e-02,7.7425975713000615e+12,8.9884287323437684e-01,-1.7698764614737977e-01,4.3958216700776077e-02,3.6909195356369653e-08,3.3966974768841024e+16,3.1808672950933357e+17,3.579079461237518e+02,1.641982972437459e+02,4.101448798519170e+01,5.305061131834221e-07,1.452662008791199e-04,1.454249888932437e-04,2.526174326660386e+02,2.927194636389517e-05,3.910618221556670e-16,1.179376213967937e-09,1.179376605029759e-09
2.812500000000e+01,6.875000000000e+00,0.000000000000e+00,-3.5919393291512552e-01,4.7306920789593630e+07,2.6220422458343456e+17,5.7112423057026272e+16,3.3261119227995981e+17,-2.7549876922293354e+17,-7.4400153401567828e+13,-1.1738239466768221e+13,1.0750463461112172e+00,1.6749230069358946e-02,7.8311719879316797e+12,8.9528720974547071e-01,-1.7975913636574675e-01,5.5022802578062968e-02,3.9735790725620342e-08,5.7112423056793968e+16,3.1933368621028173e+17,3.535128031847930e+02,1.627243348416598e+02,5.251979581002053e+01,7.460734372379868e-07,1.219888421655675e-04,1.220742153453393e-04,3.966597249864472e+02,3.307485253881166e-05,4.694138158842195e-16,3.494890344417156e-09,3.494890813830971e-09
2.890625000000e+01,6.875000000000e+00,0.000000000000e+00,-3.5579984195515246e-01,3.8067338360308833e+07,2.4023965087379984e+17,8.0296034292348512e+16,3.3261119227995981e+17,-2.5231515798761133e+17,-9.4022733384778344e+13,-1.1996163952368262e+13,1.0743004591078245e+00,1.7495117072751674e-02,7.9163619767685791e+12,8.9152017528380123e-01,-1.8278028382402345e-01,6.6280020012970703e-02,4.2906482618999451e-08,8.0296034292089040e+16,3.2055631567575136e+17,3.486803932751561e+02,1.612781617971348e+02,7.163171323528502e+01,6.584540834084122e-07,1.455660941500824e-04,1.457184580560005e-04,5.796953456987840e+02,3.383460692490426e-05,4.481736665596217e-16,2.898688143061418e-08,2.898688187878784e-08
